均衡二维点尺寸的长宽比,Equalize aspect ratio of 2D point dimensions
DumpToString（math_FunctionAllRoots 自身）-> std::string,DumpToString(math_FunctionAllRoots self) -> std::string
DumpToString（math_FunctionRoot 自身）-> std::string,DumpToString(math_FunctionRoot self) -> std::string
DumpToString（math_FunctionRoots 自身）-> std::string,DumpToString(math_FunctionRoots self) -> std::string
DumpToString（math_FunctionSetRoot 自身）-> std::string,DumpToString(math_FunctionSetRoot self) -> std::string
DumpToString（math_Gauss self）-> std::string,DumpToString(math_Gauss self) -> std::string
DumpToString（math_GaussLeastSquare self）-> std::string,DumpToString(math_GaussLeastSquare self) -> std::string
DumpToString（math_GaussMultipleIntegration self）-> std::string,DumpToString(math_GaussMultipleIntegration self) -> std::string
DumpToString（math_GaussSetIntegration self）-> std::string,DumpToString(math_GaussSetIntegration self) -> std::string
DumpToString（math_GaussSingleIntegration self）-> std::string,DumpToString(math_GaussSingleIntegration self) -> std::string
DumpToString（math_Householder 自身）-> std::string,DumpToString(math_Householder self) -> std::string
DumpToString（math_IntegerVector self）-> std::string,DumpToString(math_IntegerVector self) -> std::string
获取值（math_IntegerVector self，Standard_Integer const theNum）->Standard_Integer,"GetValue(math_IntegerVector self, Standard_Integer const theNum) -> Standard_Integer"
SetValue（math_IntegerVector self，Standard_Integer const theNum，Standard_Integer value）,"SetValue(math_IntegerVector self, Standard_Integer const theNum, Standard_Integer value)"
__imul_wrapper__(math_IntegerVector self，Standard_Integer const other),"__imul_wrapper__(math_IntegerVector self, Standard_Integer const other)"
__iadd_wrapper__(math_IntegerVector 自身，math_IntegerVector 其他),"__iadd_wrapper__(math_IntegerVector self, math_IntegerVector other)"
__isub_wrapper__(math_IntegerVector 自身，math_IntegerVector 其他),"__isub_wrapper__(math_IntegerVector self, math_IntegerVector other)"
DumpToString（math_Jacobi 自身）-> std::string,DumpToString(math_Jacobi self) -> std::string
DumpToString（math_Matrix self）-> std::string,DumpToString(math_Matrix self) -> std::string
获取值（math_Matrix self，Standard_Integer const Row，Standard_Integer const Col）-> Standard_Real,"GetValue(math_Matrix self, Standard_Integer const Row, Standard_Integer const Col) -> Standard_Real"
SetValue（math_Matrix self，Standard_Integer const Row，Standard_Integer const Col，Standard_Real 值）,"SetValue(math_Matrix self, Standard_Integer const Row, Standard_Integer const Col, Standard_Real value)"
__iadd_wrapper__(math_Matrix 自身，math_Matrix 其他),"__iadd_wrapper__(math_Matrix self, math_Matrix other)"
__isub_wrapper__(math_Matrix 自身，math_Matrix 其他),"__isub_wrapper__(math_Matrix self, math_Matrix other)"
__itruediv_wrapper__(math_Matrix self，Standard_Real const 其他),"__itruediv_wrapper__(math_Matrix self, Standard_Real const other)"
DumpToString（math_NewtonFunctionRoot 自身）-> std::string,DumpToString(math_NewtonFunctionRoot self) -> std::string
DumpToString（math_NewtonFunctionSetRoot 自身）-> std::string,DumpToString(math_NewtonFunctionSetRoot self) -> std::string
DumpToString（math_NewtonMinimum self）-> std::string,DumpToString(math_NewtonMinimum self) -> std::string
DumpToString（math_Powell self）-> std::string,DumpToString(math_Powell self) -> std::string
DumpToString（math_SVD 自身）-> std::string,DumpToString(math_SVD self) -> std::string
DumpToString（math_TrigonometricFunctionRoots 自身）-> std::string,DumpToString(math_TrigonometricFunctionRoots self) -> std::string
DumpToString（math_Uzawa self）-> std::string,DumpToString(math_Uzawa self) -> std::string
DumpToString（math_Vector self）-> std::string,DumpToString(math_Vector self) -> std::string
获取值（math_Vector self，Standard_Integer const theNum）-> Standard_Real,"GetValue(math_Vector self, Standard_Integer const theNum) -> Standard_Real"
SetValue（math_Vector self，Standard_Integer const theNum，Standard_Real value）,"SetValue(math_Vector self, Standard_Integer const theNum, Standard_Real value)"
__imul_wrapper__(math_Vector self，Standard_Real const 其他),"__imul_wrapper__(math_Vector self, Standard_Real const other)"
__iadd_wrapper__(math_Vector 自身，math_Vector 其他),"__iadd_wrapper__(math_Vector self, math_Vector other)"
__isub_wrapper__(math_Vector 自身，math_Vector 其他),"__isub_wrapper__(math_Vector self, math_Vector other)"
__itruediv_wrapper__(math_Vector self，Standard_Real const 其他),"__itruediv_wrapper__(math_Vector self, Standard_Real const other)"
__init__(Message_Alert 自身) -> Message_Alert,__init__(Message_Alert self) -> Message_Alert
DumpToString（Message_Report self）-> std::string,DumpToString(Message_Report self) -> std::string
类型,type
类型：nn,type:nn
获取 C 值（MoniTool_IntVal 自身）-> Standard_Integer,GetCValue(MoniTool_IntVal self) -> Standard_Integer
SetCValue（MoniTool_IntVal 自身，Standard_Integer 值）,"SetCValue(MoniTool_IntVal self, Standard_Integer value)"
获取 C 值（MoniTool_RealVal 自身）-> Standard_Real,GetCValue(MoniTool_RealVal self) -> Standard_Real
SetCValue（MoniTool_RealVal 自身，Standard_Real 值）,"SetCValue(MoniTool_RealVal self, Standard_Real value)"
DumpToString（MoniTool_Timer 自身）-> std::string,DumpToString(MoniTool_Timer self) -> std::string
DumpTimersToString（MoniTool_Timer 自身）-> std::string,DumpTimersToString(MoniTool_Timer self) -> std::string
PrintToString（MoniTool_TypedValue 自身）-> std::string,PrintToString(MoniTool_TypedValue self) -> std::string
PrintValueToString（MoniTool_TypedValue 自身）-> std::string,PrintValueToString(MoniTool_TypedValue self) -> std::string
读取Polygon2DFromString（poly self，std::string src）,"ReadPolygon2DFromString(poly self, std::string src)"
读取Polygon3DFromString（poly self，std::string src）,"ReadPolygon3DFromString(poly self, std::string src)"
读取TriangulationFromString（poly self，std::string src）,"ReadTriangulationFromString(poly self, std::string src)"
__init__(Poly self) -> poly,__init__(Poly self) -> poly
DumpToString（Poly_CoherentNode 自身）-> std::string,DumpToString(Poly_CoherentNode self) -> std::string
获取更改值（Poly_Triangle self，Standard_Integer const theIndex）->Standard_Integer,"GetChangeValue(Poly_Triangle self, Standard_Integer const theIndex) -> Standard_Integer"
SetChangeValue（Poly_Triangle self，Standard_Integer const theIndex，Standard_Integer value）,"SetChangeValue(Poly_Triangle self, Standard_Integer const theIndex, Standard_Integer value)"
__ne_wrapper__(Quantity_Color 自身，Quantity_Color 其他) -> bool,"__ne_wrapper__(Quantity_Color self, Quantity_Color other) -> bool"
__eq_wrapper__(Quantity_Color 自身，Quantity_Color 其他) -> bool,"__eq_wrapper__(Quantity_Color self, Quantity_Color other) -> bool"
__ne_wrapper__(Quantity_ColorRGBA 自身，Quantity_ColorRGBA 其他) -> bool,"__ne_wrapper__(Quantity_ColorRGBA self, Quantity_ColorRGBA other) -> bool"
__eq_wrapper__(Quantity_ColorRGBA 自身，Quantity_ColorRGBA 其他) -> bool,"__eq_wrapper__(Quantity_ColorRGBA self, Quantity_ColorRGBA other) -> bool"
获取修改大样条线模式（ShapeAnalysis_ShapeContents 自身）-> Standard_Boolean,GetModifyBigSplineMode(ShapeAnalysis_ShapeContents self) -> Standard_Boolean
SetModifyBigSplineMode（ShapeAnalysis_ShapeContents self，Standard_Boolean值）,"SetModifyBigSplineMode(ShapeAnalysis_ShapeContents self, Standard_Boolean value)"
GetModifyIndi​​rectMode（ShapeAnalysis_ShapeContents 自身）-> Standard_Boolean,GetModifyIndirectMode(ShapeAnalysis_ShapeContents self) -> Standard_Boolean
SetModifyIndi​​rectMode（ShapeAnalysis_ShapeContents self，Standard_Boolean值）,"SetModifyIndirectMode(ShapeAnalysis_ShapeContents self, Standard_Boolean value)"
获取修改偏移表面模式（ShapeAnalysis_ShapeContents 自身）-> Standard_Boolean,GetModifyOffestSurfaceMode(ShapeAnalysis_ShapeContents self) -> Standard_Boolean
设置修改偏移表面模式（ShapeAnalysis_ShapeContents 自身，Standard_Boolean 值）,"SetModifyOffestSurfaceMode(ShapeAnalysis_ShapeContents self, Standard_Boolean value)"
获取修改偏移曲线模式（ShapeAnalysis_ShapeContents 自身）-> Standard_Boolean,GetModifyOffsetCurveMode(ShapeAnalysis_ShapeContents self) -> Standard_Boolean
SetModifyOffsetCurveMode（ShapeAnalysis_ShapeContents self，Standard_Boolean值）,"SetModifyOffsetCurveMode(ShapeAnalysis_ShapeContents self, Standard_Boolean value)"
GetModifyTrimmed2dMode（ShapeAnalysis_ShapeContents 自身）-> Standard_Boolean,GetModifyTrimmed2dMode(ShapeAnalysis_ShapeContents self) -> Standard_Boolean
SetModifyTrimmed2dMode（ShapeAnalysis_ShapeContents self，Standard_Boolean值）,"SetModifyTrimmed2dMode(ShapeAnalysis_ShapeContents self, Standard_Boolean value)"
GetModifyTrimmed3dMode（ShapeAnalysis_ShapeContents 自身）-> Standard_Boolean,GetModifyTrimmed3dMode(ShapeAnalysis_ShapeContents self) -> Standard_Boolean
SetModifyTrimmed3dMode（ShapeAnalysis_ShapeContents self，Standard_Boolean值）,"SetModifyTrimmed3dMode(ShapeAnalysis_ShapeContents self, Standard_Boolean value)"
获取保持循环模式（ShapeAnalysis_WireOrder 自身）-> Standard_Boolean,GetKeepLoopsMode(ShapeAnalysis_WireOrder self) -> Standard_Boolean
设置保持循环模式（ShapeAnalysis_WireOrder 自身，Standard_Boolean 值）,"SetKeepLoopsMode(ShapeAnalysis_WireOrder self, Standard_Boolean value)"
获取力投影（ShapeAnalysis_TransferParametersProj 自身）-> Standard_Boolean,GetForceProjection(ShapeAnalysis_TransferParametersProj self) -> Standard_Boolean
SetForceProjection（ShapeAnalysis_TransferParametersProj self，Standard_Boolean 值）,"SetForceProjection(ShapeAnalysis_TransferParametersProj self, Standard_Boolean value)"
获取调整超出退化模式（ShapeConstruct_ProjectCurveOnSurface 自身）-> Standard_Integer,GetAdjustOverDegenMode(ShapeConstruct_ProjectCurveOnSurface self) -> Standard_Integer
SetAdjustOverDegenMode（ShapeConstruct_ProjectCurveOnSurface 自身，Standard_Integer 值）,"SetAdjustOverDegenMode(ShapeConstruct_ProjectCurveOnSurface self, Standard_Integer value)"
获取构建曲线模式（ShapeConstruct_ProjectCurveOnSurface 自身）-> Standard_Boolean,GetBuildCurveMode(ShapeConstruct_ProjectCurveOnSurface self) -> Standard_Boolean
SetBuildCurveMode（ShapeConstruct_ProjectCurveOnSurface 自身，Standard_Boolean 值）,"SetBuildCurveMode(ShapeConstruct_ProjectCurveOnSurface self, Standard_Boolean value)"
GetConvertBezierSurf（ShapeCustom_RestrictionParameters 自身）-> Standard_Boolean,GetConvertBezierSurf(ShapeCustom_RestrictionParameters self) -> Standard_Boolean
SetConvertBezierSurf（ShapeCustom_RestrictionParameters 自身，Standard_Boolean 值）,"SetConvertBezierSurf(ShapeCustom_RestrictionParameters self, Standard_Boolean value)"
获取转换圆锥曲面（ShapeCustom_RestrictionParameters 自身）-> Standard_Boolean,GetConvertConicalSurf(ShapeCustom_RestrictionParameters self) -> Standard_Boolean
SetConvertConicalSurf（ShapeCustom_RestrictionParameters 自身，Standard_Boolean 值）,"SetConvertConicalSurf(ShapeCustom_RestrictionParameters self, Standard_Boolean value)"
GetConvertCurve2d（ShapeCustom_RestrictionParameters 自身）-> Standard_Boolean,GetConvertCurve2d(ShapeCustom_RestrictionParameters self) -> Standard_Boolean
SetConvertCurve2d（ShapeCustom_RestrictionParameters 自身，Standard_Boolean 值）,"SetConvertCurve2d(ShapeCustom_RestrictionParameters self, Standard_Boolean value)"
GetConvertCurve3d（ShapeCustom_RestrictionParameters 自身）-> Standard_Boolean,GetConvertCurve3d(ShapeCustom_RestrictionParameters self) -> Standard_Boolean
SetConvertCurve3d（ShapeCustom_RestrictionParameters 自身，Standard_Boolean 值）,"SetConvertCurve3d(ShapeCustom_RestrictionParameters self, Standard_Boolean value)"
获取转换圆柱表面（ShapeCustom_RestrictionParameters 自身）-> Standard_Boolean,GetConvertCylindricalSurf(ShapeCustom_RestrictionParameters self) -> Standard_Boolean
设置圆柱表面转换（ShapeCustom_RestrictionParameters 自身，Standard_Boolean 值）,"SetConvertCylindricalSurf(ShapeCustom_RestrictionParameters self, Standard_Boolean value)"
GetConvertExtrudingSurf（ShapeCustom_RestrictionParameters 自身）-> Standard_Boolean,GetConvertExtrusionSurf(ShapeCustom_RestrictionParameters self) -> Standard_Boolean
SetConvertExtractionSurf（ShapeCustom_RestrictionParameters self，Standard_Boolean 值）,"SetConvertExtrusionSurf(ShapeCustom_RestrictionParameters self, Standard_Boolean value)"
GetConvertOffsetCurv2d（ShapeCustom_RestrictionParameters 自身）-> Standard_Boolean,GetConvertOffsetCurv2d(ShapeCustom_RestrictionParameters self) -> Standard_Boolean
SetConvertOffsetCurv2d（ShapeCustom_RestrictionParameters 自身，Standard_Boolean 值）,"SetConvertOffsetCurv2d(ShapeCustom_RestrictionParameters self, Standard_Boolean value)"
GetConvertOffsetCurv3d（ShapeCustom_RestrictionParameters 自身）-> Standard_Boolean,GetConvertOffsetCurv3d(ShapeCustom_RestrictionParameters self) -> Standard_Boolean
SetConvertOffsetCurv3d（ShapeCustom_RestrictionParameters 自身，Standard_Boolean 值）,"SetConvertOffsetCurv3d(ShapeCustom_RestrictionParameters self, Standard_Boolean value)"
GetConvertOffsetSurf（ShapeCustom_RestrictionParameters 自身）-> Standard_Boolean,GetConvertOffsetSurf(ShapeCustom_RestrictionParameters self) -> Standard_Boolean
SetConvertOffsetSurf（ShapeCustom_RestrictionParameters 自身，Standard_Boolean 值）,"SetConvertOffsetSurf(ShapeCustom_RestrictionParameters self, Standard_Boolean value)"
GetConvertPlane（ShapeCustom_RestrictionParameters 自身）-> Standard_Boolean,GetConvertPlane(ShapeCustom_RestrictionParameters self) -> Standard_Boolean
SetConvertPlane（ShapeCustom_RestrictionParameters 自身，Standard_Boolean 值）,"SetConvertPlane(ShapeCustom_RestrictionParameters self, Standard_Boolean value)"
获取转换旋转曲面（ShapeCustom_RestrictionParameters 自身）-> Standard_Boolean,GetConvertRevolutionSurf(ShapeCustom_RestrictionParameters self) -> Standard_Boolean
SetConvertRevolutionSurf（ShapeCustom_RestrictionParameters 自身，Standard_Boolean 值）,"SetConvertRevolutionSurf(ShapeCustom_RestrictionParameters self, Standard_Boolean value)"
获取转换球面表面（ShapeCustom_RestrictionParameters 自身）-> Standard_Boolean,GetConvertSphericalSurf(ShapeCustom_RestrictionParameters self) -> Standard_Boolean
SetConvertSphericalSurf（ShapeCustom_RestrictionParameters 自身，Standard_Boolean 值）,"SetConvertSphericalSurf(ShapeCustom_RestrictionParameters self, Standard_Boolean value)"
GetConvertToroidalSurf（ShapeCustom_RestrictionParameters 自身）-> Standard_Boolean,GetConvertToroidalSurf(ShapeCustom_RestrictionParameters self) -> Standard_Boolean
SetConvertToroidalSurf（ShapeCustom_RestrictionParameters 自身，Standard_Boolean 值）,"SetConvertToroidalSurf(ShapeCustom_RestrictionParameters self, Standard_Boolean value)"
GetGMaxDegree（ShapeCustom_RestrictionParameters 自身）-> Standard_Integer,GetGMaxDegree(ShapeCustom_RestrictionParameters self) -> Standard_Integer
SetGMaxDegree（ShapeCustom_RestrictionParameters 自身，Standard_Integer 值）,"SetGMaxDegree(ShapeCustom_RestrictionParameters self, Standard_Integer value)"
GetGMaxSeg（ShapeCustom_RestrictionParameters 自身）-> Standard_Integer,GetGMaxSeg(ShapeCustom_RestrictionParameters self) -> Standard_Integer
SetGMaxSeg（ShapeCustom_RestrictionParameters 自身，Standard_Integer 值）,"SetGMaxSeg(ShapeCustom_RestrictionParameters self, Standard_Integer value)"
获取段表面模式（ShapeCustom_RestrictionParameters 自身）-> Standard_Boolean,GetSegmentSurfaceMode(ShapeCustom_RestrictionParameters self) -> Standard_Boolean
设置段表面模式（ShapeCustom_RestrictionParameters 自身，Standard_Boolean 值）,"SetSegmentSurfaceMode(ShapeCustom_RestrictionParameters self, Standard_Boolean value)"
获取ManifoldMode（ShapeExtend_WireData自身）-> Standard_Boolean,GetManifoldMode(ShapeExtend_WireData self) -> Standard_Boolean
设置ManifoldMode（ShapeExtend_WireData自身，Standard_Boolean值）,"SetManifoldMode(ShapeExtend_WireData self, Standard_Boolean value)"
获取关闭模式（ShapeFix_ComposeShell 自身）-> Standard_Boolean,GetClosedMode(ShapeFix_ComposeShell self) -> Standard_Boolean
设置关闭模式（ShapeFix_ComposeShell 自身，Standard_Boolean 值）,"SetClosedMode(ShapeFix_ComposeShell self, Standard_Boolean value)"
获取自动校正精度模式（ShapeFix_Face 自身）-> Standard_Integer,GetAutoCorrectPrecisionMode(ShapeFix_Face self) -> Standard_Integer
设置自动校正精度模式（ShapeFix_Face 自身，Standard_Integer 值）,"SetAutoCorrectPrecisionMode(ShapeFix_Face self, Standard_Integer value)"
GetFixAddNaturalBoundMode（ShapeFix_Face self）-> Standard_Integer,GetFixAddNaturalBoundMode(ShapeFix_Face self) -> Standard_Integer
SetFixAddNaturalBoundMode（ShapeFix_Face 自身，Standard_Integer 值）,"SetFixAddNaturalBoundMode(ShapeFix_Face self, Standard_Integer value)"
获取固定相交线模式（ShapeFix_Face 自身）-> Standard_Integer,GetFixIntersectingWiresMode(ShapeFix_Face self) -> Standard_Integer
设置固定相交线模式（ShapeFix_Face 自身，Standard_Integer 值）,"SetFixIntersectingWiresMode(ShapeFix_Face self, Standard_Integer value)"
GetFixLoopWiresMode（ShapeFix_Face 自身）-> Standard_Integer,GetFixLoopWiresMode(ShapeFix_Face self) -> Standard_Integer
SetFixLoopWiresMode（ShapeFix_Face 自身，Standard_Integer 值）,"SetFixLoopWiresMode(ShapeFix_Face self, Standard_Integer value)"
获取修复缺失接缝模式（ShapeFix_Face 自身）-> Standard_Integer,GetFixMissingSeamMode(ShapeFix_Face self) -> Standard_Integer
SetFixMissingSeamMode（ShapeFix_Face 自身，Standard_Integer 值）,"SetFixMissingSeamMode(ShapeFix_Face self, Standard_Integer value)"
获取固定方向模式（ShapeFix_Face 自身）-> Standard_Integer,GetFixOrientationMode(ShapeFix_Face self) -> Standard_Integer
设置固定方向模式（ShapeFix_Face 自身，Standard_Integer 值）,"SetFixOrientationMode(ShapeFix_Face self, Standard_Integer value)"
GetFixPeriodicDegeneratedMode（ShapeFix_Face 自身）-> Standard_Integer,GetFixPeriodicDegeneratedMode(ShapeFix_Face self) -> Standard_Integer
SetFixPeriodicDegeneratedMode（ShapeFix_Face 自身，Standard_Integer 值）,"SetFixPeriodicDegeneratedMode(ShapeFix_Face self, Standard_Integer value)"
获取固定小面积线模式（ShapeFix_Face 自身）-> Standard_Integer,GetFixSmallAreaWireMode(ShapeFix_Face self) -> Standard_Integer
设置固定小面积线模式（ShapeFix_Face 自身，Standard_Integer 值）,"SetFixSmallAreaWireMode(ShapeFix_Face self, Standard_Integer value)"
GetFixSplitFaceMode（ShapeFix_Face self）-> Standard_Integer,GetFixSplitFaceMode(ShapeFix_Face self) -> Standard_Integer
SetFixSplitFaceMode（ShapeFix_Face 自身，Standard_Integer 值）,"SetFixSplitFaceMode(ShapeFix_Face self, Standard_Integer value)"
获取固定线模式（ShapeFix_Face 自身）-> Standard_Integer,GetFixWireMode(ShapeFix_Face self) -> Standard_Integer
SetFixWireMode（ShapeFix_Face 自身，Standard_Integer 值）,"SetFixWireMode(ShapeFix_Face self, Standard_Integer value)"
获取移除小区域脸部模式（ShapeFix_Face 自身）-> Standard_Integer,GetRemoveSmallAreaFaceMode(ShapeFix_Face self) -> Standard_Integer
设置删除小区域脸部模式（ShapeFix_Face 自身，Standard_Integer 值）,"SetRemoveSmallAreaFaceMode(ShapeFix_Face self, Standard_Integer value)"
GetFixFreeFaceMode（ShapeFix_Shape self）-> Standard_Integer,GetFixFreeFaceMode(ShapeFix_Shape self) -> Standard_Integer
SetFixFreeFaceMode（ShapeFix_Shape self，Standard_Integer值）,"SetFixFreeFaceMode(ShapeFix_Shape self, Standard_Integer value)"
GetFixFreeShellMode（ShapeFix_Shape self）-> Standard_Integer,GetFixFreeShellMode(ShapeFix_Shape self) -> Standard_Integer
SetFixFreeShellMode（ShapeFix_Shape 自身，Standard_Integer 值）,"SetFixFreeShellMode(ShapeFix_Shape self, Standard_Integer value)"
GetFixFreeWireMode（ShapeFix_Shape 自身）-> Standard_Integer,GetFixFreeWireMode(ShapeFix_Shape self) -> Standard_Integer
SetFixFreeWireMode（ShapeFix_Shape 自身，Standard_Integer 值）,"SetFixFreeWireMode(ShapeFix_Shape self, Standard_Integer value)"
获取固定相同参数模式（ShapeFix_Shape 自身）-> Standard_Integer,GetFixSameParameterMode(ShapeFix_Shape self) -> Standard_Integer
设置固定相同参数模式（ShapeFix_Shape 自身，Standard_Integer 值）,"SetFixSameParameterMode(ShapeFix_Shape self, Standard_Integer value)"
GetFixSolidMode（ShapeFix_Shape self）-> Standard_Integer,GetFixSolidMode(ShapeFix_Shape self) -> Standard_Integer
SetFixSolidMode（ShapeFix_Shape self，Standard_Integer值）,"SetFixSolidMode(ShapeFix_Shape self, Standard_Integer value)"
GetFixVertexPositionMode（ShapeFix_Shape self）-> Standard_Integer,GetFixVertexPositionMode(ShapeFix_Shape self) -> Standard_Integer
SetFixVertexPositionMode（ShapeFix_Shape自身，Standard_Integer值）,"SetFixVertexPositionMode(ShapeFix_Shape self, Standard_Integer value)"
GetFixVertexTolMode（ShapeFix_Shape self）-> Standard_Integer,GetFixVertexTolMode(ShapeFix_Shape self) -> Standard_Integer
SetFixVertexTolMode（ShapeFix_Shape 自身，Standard_Integer 值）,"SetFixVertexTolMode(ShapeFix_Shape self, Standard_Integer value)"
GetFixFaceMode（ShapeFix_Shell self）-> Standard_Integer,GetFixFaceMode(ShapeFix_Shell self) -> Standard_Integer
SetFixFaceMode（ShapeFix_Shell 自身，Standard_Integer 值）,"SetFixFaceMode(ShapeFix_Shell self, Standard_Integer value)"
获取固定方向模式（ShapeFix_Shell 自身）-> Standard_Integer,GetFixOrientationMode(ShapeFix_Shell self) -> Standard_Integer
SetFixOrientationMode（ShapeFix_Shell 自身，Standard_Integer 值）,"SetFixOrientationMode(ShapeFix_Shell self, Standard_Integer value)"
GetCreateOpenSolidMode（ShapeFix_Solid self）-> Standard_Boolean,GetCreateOpenSolidMode(ShapeFix_Solid self) -> Standard_Boolean
SetCreateOpenSolidMode（ShapeFix_Solid self，Standard_Boolean值）,"SetCreateOpenSolidMode(ShapeFix_Solid self, Standard_Boolean value)"
GetFixShellMode（ShapeFix_Solid self）-> Standard_Integer,GetFixShellMode(ShapeFix_Solid self) -> Standard_Integer
SetFixShellMode（ShapeFix_Solid 自身，Standard_Integer 值）,"SetFixShellMode(ShapeFix_Solid self, Standard_Integer value)"
获取固定外壳方向模式（ShapeFix_Solid 自身）-> Standard_Integer,GetFixShellOrientationMode(ShapeFix_Solid self) -> Standard_Integer
SetFixShellOrientationMode（ShapeFix_Solid 自身，Standard_Integer 值）,"SetFixShellOrientationMode(ShapeFix_Solid self, Standard_Integer value)"
获取闭合线模式（ShapeFix_Wire 自身）-> Standard_Boolean,GetClosedWireMode(ShapeFix_Wire self) -> Standard_Boolean
设置封闭线模式（ShapeFix_Wire 自身，标准布尔值）,"SetClosedWireMode(ShapeFix_Wire self, Standard_Boolean value)"
GetFixAddCurve3dMode（ShapeFix_Wire 自身）-> Standard_Integer,GetFixAddCurve3dMode(ShapeFix_Wire self) -> Standard_Integer
SetFixAddCurve3dMode（ShapeFix_Wire 自身，Standard_Integer 值）,"SetFixAddCurve3dMode(ShapeFix_Wire self, Standard_Integer value)"
GetFixAddPCurveMode（ShapeFix_Wire 自身）-> Standard_Integer,GetFixAddPCurveMode(ShapeFix_Wire self) -> Standard_Integer
SetFixAddPCurveMode（ShapeFix_Wire 自身，Standard_Integer 值）,"SetFixAddPCurveMode(ShapeFix_Wire self, Standard_Integer value)"
获取固定连接模式（ShapeFix_Wire 自身）-> Standard_Integer,GetFixConnectedMode(ShapeFix_Wire self) -> Standard_Integer
设置固定连接模式（ShapeFix_Wire 自身，Standard_Integer 值）,"SetFixConnectedMode(ShapeFix_Wire self, Standard_Integer value)"
GetFixDegeneratedMode（ShapeFix_Wire 自身）-> Standard_Integer,GetFixDegeneratedMode(ShapeFix_Wire self) -> Standard_Integer
SetFixDegeneratedMode（ShapeFix_Wire 自身，Standard_Integer 值）,"SetFixDegeneratedMode(ShapeFix_Wire self, Standard_Integer value)"
GetFixEdgeCurvesMode（ShapeFix_Wire 自身）-> Standard_Integer,GetFixEdgeCurvesMode(ShapeFix_Wire self) -> Standard_Integer
SetFixEdgeCurvesMode（ShapeFix_Wire 自身，Standard_Integer 值）,"SetFixEdgeCurvesMode(ShapeFix_Wire self, Standard_Integer value)"
GetFixGaps2dMode（ShapeFix_Wire 自身）-> Standard_Integer,GetFixGaps2dMode(ShapeFix_Wire self) -> Standard_Integer
SetFixGaps2dMode（ShapeFix_Wire 自身，Standard_Integer 值）,"SetFixGaps2dMode(ShapeFix_Wire self, Standard_Integer value)"
GetFixGaps3dMode（ShapeFix_Wire 自身）-> Standard_Integer,GetFixGaps3dMode(ShapeFix_Wire self) -> Standard_Integer
SetFixGaps3dMode（ShapeFix_Wire 自身，Standard_Integer 值）,"SetFixGaps3dMode(ShapeFix_Wire self, Standard_Integer value)"
GetFixGapsByRangesMode（ShapeFix_Wire self）-> Standard_Boolean,GetFixGapsByRangesMode(ShapeFix_Wire self) -> Standard_Boolean
SetFixGapsByRangesMode（ShapeFix_Wire 自身，Standard_Boolean 值）,"SetFixGapsByRangesMode(ShapeFix_Wire self, Standard_Boolean value)"
获取固定相交边模式（ShapeFix_Wire 自身）-> Standard_Integer,GetFixIntersectingEdgesMode(ShapeFix_Wire self) -> Standard_Integer
设置固定相交边缘模式（ShapeFix_Wire 自身，Standard_Integer 值）,"SetFixIntersectingEdgesMode(ShapeFix_Wire self, Standard_Integer value)"
GetFixLackingMode（ShapeFix_Wire 自身）-> Standard_Integer,GetFixLackingMode(ShapeFix_Wire self) -> Standard_Integer
SetFixLackingMode（ShapeFix_Wire 自身，Standard_Integer 值）,"SetFixLackingMode(ShapeFix_Wire self, Standard_Integer value)"
GetFixNonAdjacentIntersectingEdgesMode（ShapeFix_Wire self）-> Standard_Integer,GetFixNonAdjacentIntersectingEdgesMode(ShapeFix_Wire self) -> Standard_Integer
设置固定非相邻相交边缘模式（ShapeFix_Wire 自身，Standard_Integer 值）,"SetFixNonAdjacentIntersectingEdgesMode(ShapeFix_Wire self, Standard_Integer value)"
GetFixNotchedEdgesMode（ShapeFix_Wire 自身）-> Standard_Integer,GetFixNotchedEdgesMode(ShapeFix_Wire self) -> Standard_Integer
SetFixNotchedEdgesMode（ShapeFix_Wire 自身，Standard_Integer 值）,"SetFixNotchedEdgesMode(ShapeFix_Wire self, Standard_Integer value)"
GetFixRemoveCurve3dMode（ShapeFix_Wire 自身）-> Standard_Integer,GetFixRemoveCurve3dMode(ShapeFix_Wire self) -> Standard_Integer
SetFixRemoveCurve3dMode（ShapeFix_Wire 自身，Standard_Integer 值）,"SetFixRemoveCurve3dMode(ShapeFix_Wire self, Standard_Integer value)"
GetFixRemovePCurveMode（ShapeFix_Wire 自身）-> Standard_Integer,GetFixRemovePCurveMode(ShapeFix_Wire self) -> Standard_Integer
SetFixRemovePCurveMode（ShapeFix_Wire 自身，Standard_Integer 值）,"SetFixRemovePCurveMode(ShapeFix_Wire self, Standard_Integer value)"
GetFixReorderMode（ShapeFix_Wire 自身）-> Standard_Integer,GetFixReorderMode(ShapeFix_Wire self) -> Standard_Integer
SetFixReorderMode（ShapeFix_Wire 自身，Standard_Integer 值）,"SetFixReorderMode(ShapeFix_Wire self, Standard_Integer value)"
GetFixReversed2dMode（ShapeFix_Wire 自身）-> Standard_Integer,GetFixReversed2dMode(ShapeFix_Wire self) -> Standard_Integer
SetFixReversed2dMode（ShapeFix_Wire 自身，Standard_Integer 值）,"SetFixReversed2dMode(ShapeFix_Wire self, Standard_Integer value)"
GetFixSameParameterMode（ShapeFix_Wire 自身）-> Standard_Integer,GetFixSameParameterMode(ShapeFix_Wire self) -> Standard_Integer
