仅显示完全匹配的项目,Only show items that match the full search
Blend 数据的类别,Category of blend data
按数据类型过滤,Filter by data type
搜索数据,Search data
显示路径,Show Path
显示属性的 Python 路径,Show python path of properties
显示图表类别,Show Graph Categories
显示插件图表的类别,Show categories for your addon graphs
显示的图表,The graphs shown
覆盖变量图表,Overwrite Variable Graph
变量图表,Variable Graph
显示变量的图表,Graph to display variables from
删除重复代码,Remove Duplicate Code
删除生成代码中的重复代码（对于大型插件有少量性能影响）,Removes duplicate code in the generated code (small performance impact for large addons)
格式化代码,Format Code
在生成的代码中格式化换行符（对于大型插件有小的性能影响）,Formats linebreaks in the generated code (small performance impact for large addons)
监视脚本更改,Watch Script Changes
将监视运行脚本节点中的脚本更改，并在保存文件时重新编译插件,Will watch for changes in the scripts of your run script nodes and recompile the addon when you save the file
多文件,Multifile
将各个节点树导出为单独的python文件,Export the separate node trees as separate python files
设置,Settings
保留代码文件,Keep Code File
记录编译时间,Log Compile Time
Easy BPY,Easy BPY
Easy BPY已安装,Easy BPY installed
打开安装,Open Install
Easy BPY未安装,Easy BPY not installed
文档,Documentation
资产名称,Name of the asset
资产文件路径,Path to the asset file
添加资产,Add Asset
将资产添加到插件中,Adds a asset to the addon
将此目录或此文件作为资产添加,Add this directory or this file as an asset
移除资产,Remove Asset
从插件中移除此资产,Removes this asset from the addon
查找节点,Find Node
查找资产,Find Asset
在插件中查找此资产,Finds this asset in the addon
未找到此资产的节点,No nodes found for this asset
空资产节点,Empty Asset Nodes
未找到空资产节点,No empty asset nodes found
添加资产节点,Add Asset Node
添加一个资产节点,Adds an asset node
插槽名称,Socket Name
此插槽的名称,Name of this socket
动态,Dynamic
如果此插槽在连接时添加另一个插槽,If this socket adds another socket when connected
以前动态,Previously Dynamic
转换数据,Convert Data
将传入数据转换为此插槽类型,Convert the incoming data to this sockets type
已禁用,Disabled
禁用此节点的此插槽,Disable this socket for this node
可以隐藏,Can Be Hidden
子类型,Subtype
此插槽的子类型,The subtype of this socket
设置此插槽的隐藏值并在隐藏时断开所有连接,Sets the hide value of this socket and disconnects all links if hidden
可索引,Indexable
此插槽索引属性的索引类型,The type of index this socket indexes the property with
可更改,Changeable
如果此数据插槽类型可以更改,If this data socket type can be changed
此插槽当前的类型,The type this socket has right now
是变量,Is Variable
如果此插槽是可以重命名的变量插槽,If this socket is a variable socket that can be renamed
绘制可移除插槽的操作,Draws the operators for removable sockets
绘制动态插槽的操作,Draws the operators for dynamic sockets
绘制以前动态插槽的操作,Draws the operators for previously dynamic sockets
绘制此插槽,Draws this socket
根据get_color函数和此插槽的状态绘制此节点的颜色,Draws the color of this node based on the get_color function and the status of this socket
将此插槽的python值重置为默认值,Resets this sockets python value back to the default
返回此插槽的python值,Returns the python value for this socket
如果已更改，则设置此插槽的python值并触发更新,Sets the python value of this socket if it has changed and triggers an update
根据此插槽的类型触发节点评估,Triggers node evaluation depending on the type of this socket
Python值,Python Value
此插槽值的Python表示,Python representation of this sockets value
返回此插槽的当前值,Returns the current value of this socket
根据当前子类型设置默认值并更新python值,Sets the default value depending on the current subtype and updates the python value
子类型属性的更新功能，以强制节点更新,Update function for the subtype properties to force an update on the node
触发连接插槽的数据和程序更新。用于假装此节点的数据已更改,"Triggers an update to the connected sockets, for both data and program sockets. Used to pretend the data of this node changed"
递归返回连接到给定输出的输入，跳过重路由,"Recursively returns the inputs connected to the given output, skipping over reroutes"
返回连接到此输出的所有输入，跳过重路由,"Returns all inputs connected to this output, skipping over reroutes"
返回跳过重路由连接到此输入的插槽,Returns the socket this input comes from skipping over reroutes
返回节点上此插槽的索引或-1（如果找不到）,Returns the index of this socket on the node or -1 if it can't be found
在自身之后添加另一个类似的插槽并将自身转换为普通插槽,Adds another socket like this one after itself and turns itself into a normal socket
布尔属性可以具有True或False的值。,Boolean properties can hold a value of True or False.\n
绘制此属性类型的设置,Draws the settings for this property type
默认,Default
此属性的默认值（对于现有连接项可能不会自动重置）,Default value of this property (This may not reset automatically for existing attached items)
是向量,Is Vector
如果此属性是向量,If this property is a vector
向量大小,Vector Size
向量属性的长度,Length of the vector property
此布尔向量的大小,Size of this boolean vector
大小可编辑,Size Editable
整数属性可以保存小数。,Integer properties can hold decimal number.\n
所选属性不是组！,The selected property is not a group!
没有选择有效的属性组！,There is no valid property group selected!
您要指向的属性组,The property group you want to point to
集合属性,Collection Property
返回所有属性的命令代码,Returns the imperative code for all properties
返回所有属性的注册代码,Returns the register code for all properties
返回所有属性的取消注册代码,Returns the unregister code for all properties
清除系统控制台,Clear System Console
此操作清除系统控制台。,This operator clears the system console.
移除所有无效的属性,Removes all attributes that aren't valid
将给定数据转换为带有路径部分和数据键的字典,Converts the given data to a dictionary with keys for the path section and the data
返回给定数据其路径和数据属性的数据物体,Returns a data object for the given data its path and the datas attribute
根据给定的属性名称返回名称,Returns a name based on the given attribute name
返回给定数据的项目类型,Returns the item type for the given data
返回函数的特殊参数,Returns the special parameters for the given function
返回函数的特殊输出,Returns the special outputs for the given function
返回函数的特殊必需参数,Returns the special required parameters for the given function
返回带有函数参数的字典,Returns a dictionary with function parameters
返回路径中数据的项目。适用于bpy.xyz以上的任何内容,Returns the item in the data for the given path. Works for anything above bpy.xyz
将blender python数据路径转换为json路径部分,Takes a blender python data path and converts it to json path sections
将blender python数据路径转换为索引路径部分,Takes a blender python data path and converts it to indexed path sections
返回给定部分连接到有效数据路径的结果,Returns the given sections joined to a valid data path
显示数据概览,Show Data Overview
打开一个显示数据概览的窗口,Opens a window that shows a data overview
退出数据搜索,Exit Data Search
退出数据搜索模式,Exits the data search mode
展开数据,Expand Data
加载给定项的数据,Loads the items for the given item
展开操作,Expand Operators
展开所有操作,Expands all operators
过滤数据,Filter Data
过滤此项数据,Filters this items data
重置,Reset
重置过滤器,Reset the filters
重置过滤器,Reset Filters
重置这些过滤器,Resets these filters
重新加载数据,Reload Data
重新加载列出的场景数据,Reloads the listed scene data
重置项目过滤器,Reset Item Filters
重置此项目的过滤器,Reset this items filters
重新加载项目数据,Reload Item Data
重新加载此项目的数据,Reloads this items data
复制数据路径,Copy Data Path
复制数据路径以粘贴到节点中,Copy data path to paste in a node
添加到搜索,Add To Search
将此部分添加到搜索,Adds this section to the search
退出,Exit
如何操作,How to
重新加载,Reload
发现（测试版）,Discover (BETA)
来源：,Source:
过滤概览：,Filter Overview:
最大数量,Max Amount
显示,Display
由于项目过多而缩短,... Shortened because of too many items
没有符合这些过滤条件的项目！,No Items for these filters!
Serpens,Serpens
Serpens 插件,Serpens Addon
尽可能使用属性函数而不是操作项！,Use property functions instead of operators when possible!
此枚举项的名称,Name of this enum item
此枚举项的描述,Description of this enum item
此枚举项的图标值,Icon value of this enum item
枚举属性可以包含多个具有名称和描述的项目。,Enum properties can hold multiple items with a name and description.\n
生成项目,Generate Items
选择多个（枚举集合）,Select Multiple (Enum Set)
允许您从此属性中选择多个选项,Lets you select multiple options from this property
动态项目,Dynamic Items
项目是通过函数生成的,The items are generated with a function and aren
项目,Items
枚举项目,Enum Items
编辑枚举项目,Edit Enum Items
编辑此插槽的枚举项目,Edit the enum items of this socket
向此插槽添加一个枚举项目,Adds an enum item to this socket
移除此枚举项目,Removes this enum item from this socket
移动项目,Move Item
移动此插槽中的枚举项目,Moves this enum item in this socket
枚举集合,Enum Set
可编辑的自定义项目,Editable Custom Items
允许您编辑自定义项目,Lets you edit the custom items
此插槽的字符串化项目,Stringified items for this socket
打开资源管理器,Open Explorer
打开资源管理器,Open the explorer
导出插件,Export Addon
将此插件导出为可安装的zip文件,Exports this addon to an installable zip file
文件路径,File Path
用于导出文件的文件路径,Filepath used for exporting the file
如果需要，添加easybpy文件到插件中,Adds the easybpy file to the addon if needed
将插件资产添加到文件夹中,Adds the addon assets to the folder
将图标添加到文件夹中,Adds the icons to the folder
创建索引文件,Creates the index file
在文件夹结构中创建插件文件,Creates the addon files in the folder structure
在给定的文件路径下设置插件的文件夹结构,Sets up the addons folder structure at the given filepath
压缩给定路径,Zips the given path
浮点属性可以保存小数,Float properties can hold decimal number.\n
此属性的子类型。这会改变属性的显示方式,The subtype of this property. This changes how the property is displayed
单位,Unit
此属性的单位。这会改变属性的显示方式,The unit of this property. This changes how the property is displayed
最小值,Minimum
使用最小属性值,Use a minimum property value
此属性的最小值,The minimum value of this property
最大值,Maximum
使用最大属性值,Use a maximum property value
软最小值,Soft Minimum
使用软最小属性值,Use a soft minimum property value
此属性的软最小值,The soft minimum value of this property
此属性的最大值,The maximum value of this property
软最大值,Soft Maximum
使用软最大属性值,Use a soft maximum property value
此属性的软最大值,The soft maximum value of this property
步长,Step
UI中增加/减少的步长,Step of increment/decrement in the UI
精度,Precision
显示的小数位数的最大数量,Maximum number of decimal digits to display
此浮点向量的大小,Size of this float vector
此图表类别的名称,The name of this graph category
添加图表类别,Add Graph Category
添加一个图表类别,Adds a graph category
移除图表类别,Remove Graph Category
移除一个图表类别,Removes a graph category
编辑图表类别,Edit Graph Categories
编辑插件的图表类别,Edit the addon graph categories
类别,Categories
没有添加类别,No categories added
添加类别,Add Category
移动图表类别,Move Graph Category
将选定的图表移动到不同的类别,Move the selected graph to a different category
添加节点树,Add Node Tree
将节点树添加到插件中,Adds a node tree to the addon
移除节点树,Remove Node Tree
从插件中移除该节点树,Removes this node tree from the addon
附加节点树,Append Node Tree
从其他文件中附加节点树到该插件中,Appends a node tree from another file to this addon
附加此节点树到插件中,Appends this node tree from the addon
返回在选定文件中找到的所有节点树,Returns all node trees that can be found in the selected file
要导入的节点树,Node Tree to import
在此 blend 文件中未找到节点树,No Node Trees found in this blend file
对于大型插件，这可能会很慢！,This might be slow for large addons!
强制所有节点树编译,Forces all node trees to compile
强制注销,Force Unregister
强制所有节点树注销,Forces all node trees to unregister
移动节点树,Move Node Tree
在列表中移动此节点树,Moves this node tree in the list
获取 Python 名称,Get Python Name
获取此元素的 Python 名称,Get the python name for this element
节点树,Node Trees
展开,Expand
展开此属性,Expand this property
返回此属性所在集合的父级,Returns the parent of the property collection this property lives in
组属性可以容纳多个其他属性。\n,Group properties can hold multiple other properties.\n
属性路径占位符。,PROP_PATH_PLACEHOLDER.
空,empty
显示 Python 工具提示,Show Python Tooltips
混合数据,Blend Data
控制台,Console
更新！,Update!
节点文档,Node Documentation
默认值,default_value
此整数向量的大小,Size of this integer vector
界面,Interface
节点之前的传递布局类型,Pass through layout type of the node before
传递布局类型,Pass Through Layout Type
返回给定 idname 的快捷方式结构,Returns the shortcut struct for the given idname
节点编辑器,Node Editor
打开节点文档,Open Node Docs
打开节点文档,Open Node Documentation
添加操作节点,Add Operator Node
添加复制的节点,Add Copied Node
从操作和属性的复制路径添加节点,Adds a node from the copied path for operators and properties
添加复制的操作节点,Add Copied Operator Node
从操作的复制路径添加节点,Adds a node from the copied path for operators
从市场加载插件,Loads the addons from the marketplace
从市场加载包,Loads the packages from the marketplace
从市场加载代码片段,Loads the snippets from the marketplace
复制命令,Copy Command
复制命令以发布到 Discord 服务器,Copies the command to post in the discord server
将插件导出到市场,Export Addon To Marketplace
将活动节点树导出到市场,Exports the active node tree to the marketplace
插件网址,Addon URL
在此处输入您的插件网址,Enter the url to your addon here
插件价格,Addon Price
在此处输入您的插件价格,Enter the price of your addon here
上传类型,Upload Type
如果您认为您的插件对他人有趣，可以分享！,If you think your addon is interesting to others you can share it!
步骤 1,Step 1
? 设置您的插件名称、描述、版本、...,"? Set your addons name, description, version, ..."
? 如果您想更新插件，请使用相同的名称,? If you want to update an addon use the same name
? 选择是否要上传包含节点树的 blend 文件,? Select if you want to upload your blend file with the node tree
上传 blend 文件,Upload blend file
步骤 2,Step 2
? 转到 Discord 的 #marketplace 频道并发布以下内容：,? Go in the #marketplace channel on discord and post the following:
点击复制！,Click To Copy!
? 您将被要求上传插件。导出并上传。,? You will be asked to upload your addon. Export it and do so.
? 在此处粘贴您的插件链接：,? Paste the link to your addon in here:
? 在此处输入您的插件价格：,? Enter the price of your addon here:
步骤 3,Step 3
布局,Layout
框架,Frame
重路由,Reroute
属于此引用的节点的 static_uid,The static_uid of the node that belongs to this reference
此引用所属节点的名称,The name of the node this reference belongs to
此集合中节点的 idname,The idname of the nodes in this collection
引用,References
对此类型节点的引用,References to the nodes of this type
移除所有不匹配节点的引用,Removes all references that don't match a node
确保所有引用名称与节点名称匹配,Makes sure all ref names match the node names
返回此集合的所有节点,Returns all the nodes for this collection
节点树在节点树列表中的索引,The index of this node tree in the node tree list
此属性显示的类别,The category this property is displayed in
变量,Variables
此节点树的变量,The variables of this node tree
变量索引,Variable Index
所选变量的索引,Index of the selected variable
节点引用,Node References
显示调试,Show Debug
在调试面板中显示节点树数据,Show node tree data in the debug panel
返回此节点树中给定节点 idname 引用的集合,Returns the collection for the given node idname refs in this node trees
将给定链接映射到 from socket、to socket 和链接本身的元组,"Maps the given link to a tuple of the from socket, to socket and the link itself"
检查给定 sockets 之间的连接是否有效,Check if a connection between the given sockets would be valid
检查给定链接是否有效,Checks if the given link is valid
为所有链接无效的链接插入定义数据节点,Inserts define data nodes for all links invalid links
仅在此处进行视觉方面的操作，因为这是在评估节点之后运行的,Only do visual aspects in here as this is run after evaluating the nodes
强制受影响的节点更新，具体取决于它是程序插座还是数据插座,Forces the affected nodes to update depending on if it's a program or data socket
为所有新连接调用link_insert,Calls link_insert for all new links
为所有移除的连接调用link_remove,Calls link_remove for all removed links
触发给定连接的数据输出和程序输入的更新，以更新受影响的程序,Triggers an update on the given links data outputs and program inputs to update the affected program
触发给定连接的数据输入和程序输出的更新，以更新受影响的程序,Triggers an update on the given links data inputs and program outputs to update the affected program
查找所有更改的节点连接并更新连接,Finds all changed node links and updates the connections
更新此节点树中所有输入和重定向的显示形状,Updates all inputs and display shapes of the reroutes in this node tree
重新评估此节点树中的所有节点,Reevaluates all nodes in this node tree
节点扩展,Node Extensions
获取代码片段,Get Snippets
导出代码片段,Export Snippet
选择一个有效的运行功能节点以导出代码片段,Select a valid Run Function node to export a snippet
选择运行功能节点以导出代码片段,Select Run Function node to export a snippet
安装代码片段,Install Snippets
未安装代码片段！,No snippets installed!
包,Packages
获取包,Get Packages
安装包,Install Package
由：,By:
未安装包！,No packages installed!
重新启动Blender以查看包！,Restart blender to see package!
重新加载包,Reload Packages
重新加载已安装的包列表,Reloads the installed packages list
卸载包,Uninstall Package
卸载此包,Uninstalls this package
指针属性可以指向特定类型的Blend数据或属性组。,Pointer properties can point to specific types of blend data or property groups.\n
数据类型,Data Type
此属性要指向的Blend数据类型,The type of blend data to have this property point to
指向您创建的自定义属性组,Point to a custom property group you created
没有预设,No presets
删除预设,Remove Preset
此预设节点的名称,Name of this preset node
Idname,Idname
此节点的idname,The idname of this node
用于重新创建此节点的字符串化json数据,The stringified json data used to recreate this node
删除此预设,Removes this preset
删除预设,Remove presets
添加预设,Add Preset
将活动节点添加为预设,Adds the active node as a preset
加载预设,Load Preset
加载此预设节点,Loads this preset node
此属性可以存储的数据类型,The type of data this property can store
绘制常规属性设置,Draws the general property settings
可动画,Animatable
Textedit更新,Textedit Update
注册属性并注销以前的版本,Registers the property and unregisters previous version
附加到,Attach To
要将此属性附加到的Blend数据类型,The type of blend data to attach this property to
隐藏,Hidden
跳过保存,Skip Save
返回此属性所属的集合,Returns the collection this property lives in
返回主要属性集合所在的源,Returns the source where the main property collection lives
返回此属性的完整数据路径,Returns the full data path for this property
使用父类的编译功能更新属性,Update the property with the parent classes compile function
属性名称,Property Name
此属性的名称,Name of this property
此属性的描述，显示在工具提示中,"The description of this property, shown in tooltips"
选项,Options
此属性的选项,Options for this property
此属性类别的名称,The name of this property category
添加属性类别,Add Property Category
添加属性类别,Adds a property category
删除属性类别,Remove Property Category
删除属性类别,Removes a property category
编辑属性类别,Edit Property Categories
编辑插件属性类别,Edit the addon property categories
移动属性类别,Move Property Category
将选定属性移动到不同的类别,Move the selected property to a different category
向插件添加属性,Adds a property to the addon
从插件中删除此属性,Removes this property from the addon
复制属性,Duplicate Property
复制选定的属性,Duplicates the selected property
复制Python名称,Copy Python Name
复制此项的Python名称以在脚本中使用,Copies the python name of this item to use in scripts
添加枚举项,Add Enum Item
向此属性添加枚举项,Adds an enum item to this property
删除枚举项,Remove Enum Item
从此属性中删除枚举项,Removes an enum item from this property
移动枚举项,Move Enum Item
移动此枚举项,Moves this enum item
向此组添加属性,Adds a property to this group
添加属性节点弹出窗口,Add Property Node Popup
打开弹出窗口以让您选择一个属性节点,Opens a popup to let you choose a property node
添加属性节点,Add Property Node
将此节点添加到编辑器,Adds this node to the editor
查找属性,Find Property
在插件中查找此属性,Finds this property in the addon
未找到此属性的节点,No nodes found for this property
空属性节点,Empty Propert Nodes
未找到空属性节点,No empty property nodes found
返回已排序以进行注册的属性列表,"Returns a list of the properties, sorted for registering"
返回给定的属性组是否具有指向其他属性组的引用的指针或集合属性,Returns if the given property group has pointer or collection props with references to other prop groups
查找引用节点,Find Referencing Nodes
查找所有引用此节点的节点,Find all nodes that reference this node
添加节点,Add Node
未找到引用,No references found
将引用的节点添加到节点树,Adds the referenced node to the node tree
ID名称,ID Name
属性,Attribute
获取Serpens属性,Get Serpens Property
获取Serpens操作项,Get Serpens Operator
复制上下文,Copy Context
复制属性,Copy Property
复制此属性的路径,Copy the path of this property
复制操作项,Copy Operator
复制此操作项的路径,Copy the path of this operator
复制此区域的上下文,Copy the context from this area
占位符,DUMMY
用于解析路径的占位符属性,Dummy prop for resolving path
返回这些设置所属的属性,Returns the property these settings belong to
编译这些设置的属性,Compile the property for these settings
返回属性更新函数的代码,Returns the code for the on property update function
返回更新函数的代码,Returns the code for the update function
返回更新函数选项的代码,Returns the code for the update function option
添加一个节点以生成动态枚举项,Adds a node to generate dynamic enum items
其他,Others
安装代码片段,Install Snippet
安装单个或压缩文件的代码片段,Install a single or a zip file of snippets
卸载代码片段,Uninstall Snippet
卸载此代码片段,Uninstalls this snippet
添加代码片段,Add Snippet
添加此代码片段节点,Adds this snippets node
绘制导出代码片段弹出窗口,Draw Export Snippet Popup
选择可编辑的变量：,Select editable variables:
选择可编辑的属性：,Select editable properties:
将此节点导出为代码片段,Export this node as a snippet
代码片段信息,Snippet Info
信息,Info
很棒的代码片段！,Awesome snippet!
你认为其他人也能用上吗？,Do you think others could use this too?
为什么不与Serpens社区分享呢？,Why not share it with the Serpens community?
将其上传到#marketplace频道！,Upload it to the #marketplace channel!
添加动态插座,Add Dynamic Socket
添加另一个这样的插座,Add another socket like this one
移除插座,Remove Socket
移除此插座,Removes this socket
设置图标,Set Icon
设置此图标,Sets this icon
选择图标,Select Icon
显示所有Blender图标的选择,Shows you a selection of all blender icons
字符串属性可以包含一行文本。,String properties can hold a line of text.\n
最大长度,Max Length
字符串的最大长度（0表示无限制）,The maximum length of the string (0 is unlimited)
更新消息,Update Message
Serpens更新可用！,Serpens Update available!
有一个免费更新。,A free update is out.
你现在可以去下载！,You can go and download it right now!
此更新包括：,This update includes:
返回给定名称作为有效Python变量名的表示,Returns the given name as a valid python represention to use as variable names in scripts
返回基于给定名称列表的唯一名称,Returns a unique name based for the given list of names
返回给定行开头的空格数量,Returns the amount of spaces at the start of the given line
返回给定文本行的最小缩进,Returns the minimum indent of the given lines of text
将给定代码标准化为最小缩进并移除空行,Normalizes the given code to the minimum indent and removes empty lines
工具提示,Tooltip
点击了解更多,Click to learn more
注册变量并注销之前的版本,Registers the variable and unregisters previous version
变量名称,Variable Name
此变量的名称,Name of this variable
此变量存储的数据类型,The type of data this variable stores
变量的默认值,Default value for the variable
添加变量,Add Variable
向插件添加变量,Adds a variable to the addon
新变量,New Variable
移除变量,Remove Variable
从插件中移除此变量,Removes this variable from the addon
移动变量,Move Variable
移动此变量,Moves this variable
添加变量节点弹出窗口,Add Variable Node Popup
打开弹出窗口以让你选择一个变量节点,Opens a popup to let you choose a variable node
添加变量节点,Add Variable Node
查找变量,Find Variable
在插件中查找此变量,Finds this variable in the addon
未找到此变量的节点,No nodes found for this variable
空变量节点,Empty Variable Nodes
未找到空变量节点,No empty variable nodes found
不要编辑这些设置！,Do not edit these settings!
过滤,Filter Glob
选定的物体,Use Selection
可见物体,Use Visible
活动集合,Use Active Collection
应用单位,Apply Unit Scale
应用缩放,Apply Scale Options
使用变换,Bake Space Transform
应用修改器,Use Mesh Modifiers
应用修改器渲染,Use Mesh Modifiers Render
平滑,Mesh Smooth Type
顶点色类型,Colors Type
导出表面细分,Use Subsurf
松散边,Use Mesh Edges
切向空间,Use Tspace
三角化,Use Triangles
自定义属性,Use Custom Props
仅形变骨骼,Use Armature Deform Only
骨架FBXNode类型,Armature Nodetype
烘焙动画,Bake Anim
对所有骨骼插帧,Bake Anim Use All Bones
NLA片段,Bake Anim Use Nla Strips
全部动作,Bake Anim Use All Actions
强制开始/结束插帧,Bake Anim Force Startend Keying
采样率,Bake Anim Step
简化,Bake Anim Simplify Factor
批处理路径,Use Batch Own Dir
向前,Axis Forward
向上,Axis Up
