为目标装备中的所有 mixamo 骨骼添加骨骼约束，使它们复制源装备中骨骼的位置和旋转,"Add bone constraints to all mixamo bones in the target rig, making them copy the location and rotation of the bones in the source rig",
对齐到 mixamo,Snap to mixamo,
为 mixamo 创建上传副本的功能。,Functionality for creating an upload copy for mixamo.,
创建角色的缩小副本。副本将移除所有衣服和身体部位，删除辅助几何体并烘焙所有形状键,"Create a reduced copy of the character. The copy will have all clothes and body parts removed, the the helper geometry deleted and all shape keys baked",
Mixamo 缩小娃娃,Mixamo reduced doll,
警告：这只是实验性的。通过复制关键帧来重复动画，可以选择给定偏移量和距离偏移。请注意，如果您只想让动画循环播放，那么这可能有点过头了,"WARNING: THIS IS RATHER EXPERIMENTAL. Repeat an animation by copying its keyframes, optionally with given offsets and distance shifts. Note that if all you want is to make an animation cyclic, this is probably overkill",
重复动画,Repeat animation,
加载姿势,Load pose,
加载部分姿势匹配装备类型,Load partial pose matching rig type,
加载部分姿势,Load partial pose,
加载姿势匹配装备类型和模式,Load pose matching rig type and mode,
该文件包含替代材料面板。,This file contains the alternative material panel.,
选定资产的替代材料。,Alternative materials for selected assets.,
替代材料,Alternative materials,
选择网格对象,Select a mesh object,
仅支持 MH 对象,Only MH objects supported,
仅限衣服和身体部位,Only clothes and bodyparts,
支持,supported,
资产库子面板,Asset library subpanels,
资源库面板,Asset library panel,
应该被推翻,SHOULD BE OVERRIDDEN,
没有匹配的资产。,No matching assets.,
也许要换个过滤器？,Maybe change filter?,
该文件包含资产设置面板。,This file contains the asset settings panel.,
加载资产文件的设置。,Settings for loading asset files.,
库设置,Library Settings,
衣服、身体部位和代理,"Clothes, Bodyparts & Proxies",
皮肤,Skin,
眼睛,Eyes,
安装资产,Install assets,
该模块包含从库加载资产的功能。,This module contains functionality for loading assets from the library.,
用于导入自定义目标的操作符。,Operator for importing a custom target.,
安装自定义目标,Install custom target,
从资产库导入MHCLO服装的操作符。,Operator for importing MHCLO clothes from asset library.,
从资产库加载 MHCLO,Load MHCLO from asset library,
加载,Load,
文件路径,filepath,
资产的完整路径,Full path to asset,
对象类型,object_type,
对象的类型,type of the object,
材质类型,material_type,
材料类型,type of material,
装载替代物料的操作员,Operator for loading an alternative material,
用选定的替代材料替换当前材料,Replace the current material with the selected alternative material,
从资产库导入PROXY的操作符。,Operator for importing PROXY from asset library.,
从资产库加载PROXY,Load PROXY from asset library,
从资产库导入 MHCLO 皮肤的操作符。,Operator for importing MHCLO skin from asset library.,
从资源库加载皮肤 MHMAT,Load skin MHMAT from asset library,
用于导入资产包的操作符。,Operator for importing an asset pack.,
从 zip 文件加载包,Load pack from zip file,
负责卸载先前装备的 mhclo 资产的操作员。,Operator for unloading previously equipped mhclo assets.,
取消装备之前已加载的 mhclo 资产,Unequip mhclo asset that has been previously loaded,
解除装备,Unequip,
资源源片段,Asset source fragment,
资产库操作符,Operators for asset library,
添加校正平滑修改器。,Add a corrective smooth modifier.,
添加修正平滑,Add Corrective Smooth,
mhmask-无平滑,mhmask-no-smooth,
将所有形状键烘焙到最终网格中。警告：执行此操作后，您将无法再调整目标,Bake all shape keys into a final mesh. WARNING: You will no longer be able to adjust targets after doing this,
烘焙形状键,Bake shapekeys,
删除所有辅助几何体。这还将删除用于隐藏辅助的遮罩操作符。警告：执行此操作后，您将无法装备许多衣服,Delete all helper geometry. This will also delete the mask operator for hiding helpers. WARNING: You will not be able to equip many clothes after doing this,
删除助手,Delete helpers,
MPFB 骨骼策略,MPFB Bone Strategies,
骨,bone,
联合的,Joint,
顶点,Vertex,
意思是,Mean,
XYZ,XYZ,
没有匹配,No match,
未知,Unknown,
没有顶点,No vertices,
更改为：,Change to:,
抵消：,Offset:,
根据策略重新计算骨头或尾部位置的操作符。,Operator for recomputing bone head or tail position from strategy.,
从与该骨骼接触的相邻骨骼复制策略。不会替换锁定的策略，除非其他骨骼的策略也被锁定,"Copy strategies from adjacent bones that touch ends with this one. Will not replace locked strategies, unless the other bone's strategy is also locked",
复制连接策略,Copy Connected Strategies,
根据策略重新计算骨骼末端位置,Recompute bone end position from strategy,
重新应用策略,Reapply Strategy,
尾巴,Tail,
将选定顶点保存到策略,Save selected vertices to strategy,
保存顶点,Save Vertices,
转变,Switch,
节省,Save,
指数,Index,
用于根据骨骼位置策略重新计算骨骼头部或尾部偏移的操作符。,Operator for recomputing bone head or tail offset from bone position strategy.,
根据结束位置和策略结果之间的差异设置骨骼结束偏移,Set bone end offset from the difference between end position and strategy result,
设置骨骼末端偏移,Set Bone End Offset,
设置骨骼结束策略,Set bone end strategy,
设置骨骼结束策略,Set Bone End Strategy,
战略,Strategy,
设置滚动策略,Set roll strategy,
设置滚动策略,Set Roll Strategy,
切换到网格并选择策略顶点,Switch to mesh and select strategy vertices,
显示策略顶点,Show Strategy Vertices,
选择,Select,
切换到网格,Switch to the mesh,
该文件包含开发人员面板。,This file contains the developer panel.,
为了强制重新加载可用的记录器。其实这没有必要。,In order to force a reload of the available loggers. This shouldn't really be needed.,
各种开发人员功能的 UI。,UI for various developer functions.,
开发人员,Developer,
使用组合日志的默认值,Use default for combined log,
请参阅测试目录中的 README,See README in test dir,
该文件包含节点编辑器的开发人员面板。,This file contains the developer panel for the node editor.,
各种节点开发人员功能的 UI。,UI for various node developer functions.,
节点开发人员,Node developer,
该模块包含各种开发人员所需的功能。,This module contains functionality for various developer stuff.,
设置 v2 节点组的功能,Functionality for setting up v2 node groups,
确保 v2 节点组存在。,Ensure v2 node groups exist.,
创建群组,Create groups,
删除所有 MPFB 节点组的功能,Functionality for removing all MPFB node groups,
删除所有以 mpfb 开头的组,Remove all groups starting with mpfb,
摧毁团体,Destroy Groups,
导出日志文件的功能,Functionality for exporting log files,
将日志导出到文件,Export log to file,
导出日志,Export log,
列出日志级别的功能,Functionality for listing log levels,
将日志级别列到控制台,List log levels to the console,
列出日志级别,List log levels,
从 json 加载节点树,Load node tree from json,
加载节点,Load nodes,
根据 json 中的定义加载装备,Load rig from definition in json,
装载机,Load rig,
从 json 中的定义加载权重。请注意，基础网格必须将相关装备作为父级才能正常工作,Load weights from definition in json. NOTE that the base mesh must have the rig in question as a parent for this to work,
负载重量,Load weights,
使用 v2 皮肤替换节点树的功能,Functionality for replacing a node tree with v2 skin,
擦除当前节点树并插入 v2 皮肤材质,Wipe current node tree and insert v2 skin material,
重置日志级别的功能,Functionality for resetting log levels,
将日志级别重置为默认值。这将删除所有日志级别覆盖,Reset log levels to the default. This will remove all log level overrides,
重置日志级别,Reset log levels,
重建阴影节点类型 v2 模型的功能。,Functionality for reconstructing the shade node type v2 model.,
警告：这是一个代码生成实用程序，将覆盖插件目录中的相应源代码文件。仅当您知道自己在做什么时才使用。,WARNING: this is a code generation utility and will overwrite corresponding source code files in the addon directory. Only use if you know what you are doing.,
重写节点类型,Rewrite node types,
将节点树保存为 json,Save node tree as json,
保存节点,Save nodes,
将装备定义保存为 json,Save rig definition as json,
保存装备,Save rig,
将权重保存为 json,Save weights as json,
保存权重,Save weights,
设置日志级别的功能,Functionality for setting log levels,
为某个频道设置日志级别覆盖。如果选择了“默认”频道,"""Set a log level override for a channel. If the \""default\"" channel is selected"," set the default log level"""
设置日志级别,Set log level,
运行单元测试的功能。使用前请参阅测试目录中的 README。,Functionality for running unit tests. See README in the test directory before using this.,
运行单元测试。查看控制台输出以了解结果,Run unit tests. See console output for results,
运行单元测试,Run unit tests,
将节点组写入 v2 模型复合目录的功能,Functionality for writing a node group to v2 model composite directory,
将代表选定节点组的代码生成到复合目录中,Generate the code representing a selected node group to the composite directory,
写复合,Write composite,
将节点树写入 v2 模型材质目录的功能,Functionality for writing a node tree to v2 model material directory,
生成代表材料的代码到材料目录,Generate the code representing a material to the materials directory,
写材料,Write material,
开发人员操作符,Operators for developer stuff,
该文件包含目录资源面板。,This file contains the dir resources panel.,
用于打开目录链接的 UI。,UI for opening dir links.,
目录,Directories,
该模块包含加载衣服的功能。,This module contains functionality for loading clothes.,
打开目录浏览器的操作符,Operator for opening dir browser,
打开目录浏览器,Open dir browser,
打开,Open,
小路,path,
打开的路径,Path to open,
打开 URL 的操作符,Operators for opening urls,
皮肤材质预设,Skin material presets,
这将加载上面下拉菜单中选择的增强材质设置，并使用这些设置来更新所选对象上的材质,"This will load the enhanced material setting selected in the dropdown above, and use these to update the materials on the selected object",
应用选定的预设,Apply selected presets,
这将使用选定对象材质的值覆盖选定的增强材质设置,"This will overwrite the selected enhanced material settings, using values from the selected object's material",
覆盖设置,Overwrite settings,
这将使用来自上方文本字段的名称保存新的增强材质设置，并使用来自所选对象材质的值,"This will save new enhanced material settings with a name from the text field above, using values from the selected object's material",
保存新设置,Save new settings,
该文件提供了用于保存/加载眼睛材质设置的UI,This file provides UI for saving/loading eye material settings,
用于保存/加载眼睛材质设置的面板。,Panel for saving/loading eye material settings.,
眼睛材质预设,Eye material presets,
该模块提供了用于保存/加载眼睛材质设置的UI,This module provides UI for saving/loading eye material settings,
用于加载和应用眼部材料设置的操作符。,Operator for loading and applying eye material settings.,
这将加载上面下拉菜单中选择的眼睛材质设置，并使用这些设置来更新所选对象上的材质,"This will load the eye material setting selected in the dropdown above, and use these to update the materials on the selected object",
用于覆盖现有眼部材料设置的操作符。,Operator for overwriting existing eye material settings.,
这将使用选定对象材质的值覆盖选定的眼睛材质设置,"This will overwrite the selected eye material settings, using values from the selected object's material",
用于保存新眼部材料设置的操作器。,Operator for saving new eye material settings.,
这将使用来自上方文本字段的名称保存新的眼睛材质设置，使用来自所选对象材质的值,"This will save new eye material settings with a name from the text field above, using values from the selected object's material",
具有实际写入眼睛材质设置的功能的模块。,Module with function for actually writing eye material settings.,
用于保存/加载眼部材料设置的操作符,Operators for saving/loading eye material settings,
人性化预设,Human presets,
这将使用所选对象的值覆盖所选的人类预设,"This will overwrite the selected human presets, using values from the selected object",
覆盖预设,Overwrite presets,
这将保存新的人类预设,This will save new human preset,
保存新预设,Save new presets,
来自 MakeHuman,From MakeHuman,
从 MakeHuman 导入人类,Import human from MakeHuman,
进口人力,Import human,
导入器预设,Importer Presets,
这将加载上面下拉菜单中选择的导入器预设，并使用这些预设填充下面的字段,"This will load the importer presets selected in the dropdown above, and use these presets to populate the fields below",
加载选定的预设,Load selected presets,
这将使用下面字段中的值覆盖上面下拉菜单中选择的导入器预设,"This will overwrite the importer presets selected in the dropdown above, using values from the fields below",
覆盖选定的预设,Overwrite selected presets,
这将使用上面文本字段中的名称以及下面字段中的值来保存新的导入器预设,"This will save new importer presets with a name from the text field above, using values from the fields below",
保存新的导入器预设,Save new importer presets,
该文件包含加载衣服面板。,This file contains the load clothes panel.,
用于加载 MHCLO 文件的 UI。,UI for loading MHCLO files.,
加载MHCLO,Load MHCLO,
负责进口MHCLO服装的运营商。,Operator for importing MHCLO clothes.,
从 MHCLO 文件加载衣服,Load clothes from MHCLO file,
从文件加载衣服,Load clothes from file,
装载衣物的操作员,Operators for loading clothes,
包含 makeclothes 主 UI 的文件,File containing main UI for makeclothes,
MakeClothes 主面板。,MakeClothes main panel.,
做衣服,MakeClothes,
警告：MakeClothes 有,WARNING: MakeClothes has,
尚未移植。,not been ported yet.,
仅衣物提取有效。,Only clothes extraction works.,
要制作衣服，请使用,"TO CREATE CLOTHES, USE THE",
独立版本,STANDALONE VERSION OF,
现在就做衣服,MAKECLOTHES FOR NOW,
该模块提供了创建 makehuman 服装的功能。,This module provides functionality for creating makehuman clothes.,
用于从基础网格助手创建模板衣服的操作符。,Operator for creating template clothes from base mesh helpers.,
从基础网格助手中提取衣服,Extract clothes from base mesh helpers,
提取衣服,Extract clothes,
用于将网格设置为衣服的操作符。,Operator for setting mesh as clothes.,
将网格类型设置为衣服,Set mesh type to clothes,
标记为衣服,Mark as clothes,
用于写入 MHCLO 文件的操作符。,Operator for writing a MHCLO file.,
出口衣服到MHCLO/OBJ,Export clothes to MHCLO/OBJ,
写衣服,Write clothes,
文件路径,File Path,
用于导出文件的文件路径,Filepath used for exporting the file,
MakeClothes 的操作员。,Operators for MakeClothes.,
包含 makepose 主 UI 的文件,File containing main UI for makepose,
MakePose 主面板。,MakePose main panel.,
摆姿势,MakePose,
该模块提供了创建人类姿势的功能。,This module provides functionality for creating makehuman poses.,
从 json 加载动画,Load animation from json,
加载动画,Load animation,
将动画保存为 json,Save animation as json,
保存动画,Save animation,
将姿势保存为 json,Save pose as json,
保存姿势,Save pose,
MakePose 的操作符。,Operators for MakePose.,
包含 makerig 骨骼 UI 的文件,File containing bones UI for makerig,
MakeRig 骨骼面板。,MakeRig bones panel.,
管理骨骼,Manage bones,
需要电枢处于活动状态,Need armature as active,
选择基础网格,Select basemesh too,
仅限编辑模式,Edit mode only,
只选择一根骨骼,Select exactly one bone,
包含 makerig 主 UI 的文件,File containing main UI for makerig,
MakeRig 主面板。,MakeRig main panel.,
制作装备,MakeRig,
包含 makerig 权重 UI 的文件,File containing weights UI for makerig,
MakeRig 重量面板。,MakeRig weights panel.,
管理体重,Manage weights,
选择 2 个骨架,Select 2 armatures,
电枢必须是活动物体,Armature must be active object,
骨架必须有基础网格子项,Armature must have basemesh child,
SRC 钻机：,"SRC rig: ",
DST 装备：,"DST rig: ",
该模块提供了创建 makehuman 装备的功能。,This module provides functionality for creating makehuman rigs.,
将权重从一个网格转移到另一个网格的功能,Functionality for transfering weights from one mesh to another,
转移占据相同位置的骨骼的权重,Transfer weights for bones which occupy the same location,
自动转移重量,Auto transfer weights,
调整编辑骨骼位置的功能,Functionality for adjusting location of edit bone,
将头部和尾部移至关节立方体的中心,Move head and tail to center of joint cubes,
移至立方体,Move to cubes,
MakeRig 的操作员。,Operators for MakeRig.,
包含 makekin 主 UI 的文件,File containing main UI for makeskin,
MakeSkin 主面板。,MakeSkin main panel.,
美肤,MakeSkin,
该模块提供了创建 makehuman 材料的功能。,This module provides functionality for creating makehuman materials.,
用于创建模板 MakeSkin 材质的操作符。,Operator for creating a template MakeSkin material.,
创建模板材料,Create template material,
创建材料,Create material,
用于导入 MHMAT 材料的操作员。,Operator for importing MHMAT material.,
导入 MHMAT,Import MHMAT,
进口材料,Import material,
用于写入 MHMAT 文件的操作符。,Operator for writing a MHMAT file.,
将素材写入皮肤库,Write material to skin library,
存放在图书馆,Store in library,
将材料写入 MHMAT 文件,Write material to MHMAT file,
另存为 MHMAT,Save as MHMAT,
MakeSkin 的操作符。,Operators for MakeSkin.,
包含 maketarget 主 UI 的文件,File containing main UI for maketarget,
MakeTarget 主面板。,MakeTarget main panel.,
制定目标,MakeTarget,
该模块提供创建 makehuman 目标的功能。,This module provides functionality for creating makehuman targets.,
用于创建模板 MakeTarget 目标的操作符。,Operator for creating a template MakeTarget target.,
创建主要目标,Create primary target,
创建目标,Create target,
用于导入 MHMAT 目标的运算符。,Operator for importing MHMAT target.,
导入代理特定目标,Import proxy-specific target,
导入目标,Import target,
将目标数据转储到控制台,Dump target data to console,
打印目标,Print target,
将左侧作为右侧的镜像副本的操作符。,Operator for making left side a mirrored copy of right side.,
通过取模型的右侧进行对称化，并将其镜像复制到左侧,Symmetrize by taking the right side of the model and copy it mirrored to the left side,
将 -x 复制到 +x,Copy -x to +x,
将右侧作为左侧的镜像副本的操作符。,Operator for making right side a mirrored copy of left side.,
通过取模型左侧的对称性并将其镜像复制到右侧,Symmetrize by taking the left side of the model and copy it mirrored to the right side,
将 +x 复制到 -x,Copy +x to -x,
将代理特定目标写入 ptarget 文件,Write proxy-specific target to ptarget file,
保存代理特定目标,Save proxy-specific target,
将目标写入目标文件。为此，您必须首先在网格上创建一个主要目标,"Write target to target file. In order to do this, you must first have created a primary target on the mesh",
保存目标,Save target,
MakeTarget 的运算符。,Operators for MakeTarget.,
包含 makeweight 主 UI 的文件,File containing main UI for makeweight,
MakeWeight 主面板。,MakeWeight main panel.,
重量,MakeWeight,
该模块提供了创建 makehuman 权重的功能。,This module provides functionality for creating makehuman weights.,
用于导入 MHMAT 重量的运算符。,Operator for importing MHMAT weight.,
从 json 导入权重,Import weights from json,
导入权重,Import weights,
将权重保存到权重文件,Save weights to weight file,
通过找到所有右侧骨骼组并将其权重复制到相应的左侧骨骼组来实现对称,Symmetrize by finding all right-side bone groups and copying their weights to the corresponding left-side bone groups,
从右到左复制,Copy right to left,
通过找到所有左侧骨骼组并将其权重复制到相应的右侧骨骼组来实现对称,Symmetrize by finding all left-side bone groups and copying their weights to the corresponding right-side bone groups,
从左到右复制,Copy left to right,
从顶点组中删除权重信息的操作符。,Operator for removing weight info from a vertex group.,
从选定的顶点组中删除所有权重信息,Wipe all weight information from the selected vertex group,
截短,Truncate,
MakeWeight 的操作符。,Operators for MakeWeight.,
材料,Material,
擦除所有当前材质并在选定对象上添加 v2 皮肤材质,Wipe all current materials and add a v2 skin material on the selected object,
创建 v2 皮肤,Create v2 skin,
法线贴图纹理,NormalmapTexture,
用于在材质中设置法线贴图的操作符。,Operator for setting a normal map in a material.,
通过更改法线贴图或向其添加法线贴图来调整材质,Adjust material by changing its normalmap or adding a normalmap to it,
设置法线贴图,Set normalmap,
模型,Model,
用于人体建模的宏子面板,Macro subpanel for modeling humans,
人体宏观建模面板。,Human macro modeling panel.,
表型,phenotype,
建模面板的图标,Icons for the modeling panels,
用于建模人类的目标子面板,Target subpanels for modeling humans,
人体建模面板,Human modeling panel,
-,-,
左边：,Left:,
正确的：,Right:,
价值：,Value:,
“此修饰符不是对立目标的组合（\“decr-incr\”,"""This modifier is not a combination of opposing targets (\""decr-incr\"""," \""in-out\""...)"""
r-,r-,
升,l-,
“此修饰符是相反目标的组合（“decr-incr”,"""This modifier is a combination of opposing targets (\""decr-incr\"""," \""in-out\""...)"""
设定目标值,Set target value,
该模块提供人类建模的功能。,This module provides functionality for modeling humans.,
用于修剪形状键的操作符。,Operator for pruning shapekeys.,
删除所有权重小于 0.0001 的形状键,Remove all shape keys with a weight of < 0.0001,
修剪形状键,Prune shapekeys,
操作员负责改装人类。,Operator for refitting a human.,
将衣服、身体部位、代理和装备重新安装到基础网格上。如果您在添加这些资产后更改了建模滑块，则需要这样做,"Refit clothes, bodyparts, proxy and rig to the basemesh. This is needed if you have changed modeling sliders after having added such assets",
将资产重新调整至基础网格,Refit assets to basemesh,
用于建模的运算符。,Operators for modeling.,
包含根据预设创建人类的主要 UI 的文件,File containing main UI for creating humans from presets,
从预设的主面板创建人类。,Create human from preset main panel.,
从预设,From presets,
包含用于创建新人类的主 UI 的文件,File containing main UI for creating new humans,
从头开始创建人类主面板。,Create human from scratch main panel.,
从零开始,From scratch,
该模块提供创建新人类的功能。,This module provides functionality for creating new humans.,
用于创建新人类对象的操作符。,Operator for creating a new human object.,
创造一个新的人类,Create a new human,
創造人性,Create human,
根据预设创建新人体对象的操作符。,Operator for creating a new human object from presets.,
从 MHM 创建新人类,Create a new human from MHM,
导入 MHM,Import MHM,
根据预设创建新人类,Create a new human from presets,
人类。,human.,
新人类的操作员。,Operators for new human.,
姿势,Poses,
将姿势应用为静止姿势并处理子网格的后果的操作符。,Operator for applying a pose as rest pose and handle the consequences for child meshes.,
将姿势应用为静止姿势。警告：这也会烘焙所有形状键，并使进一步建模变得不可能,Apply pose as rest pose. WARNING: This will also bake all shape keys and make it impossible to do further modeling,
应用为休息姿势,Apply as rest pose,
用于将姿势从源装备复制到多个目标装备的操作符。,Operator for copying a pose from a source rig to a number of target rigs.,
将姿势从活动复制到选定。即，首先选择所有目标，然后选择源。您可以同时复制到多个目标,"Copy pose from active to selected. Ie, first select all targets, then select the source. You can copy to multiple targets at the same time",
复制姿势,Copy pose,
钻机助手,Rig helpers,
这会将所有选定的辅助对象添加到活动骨架中,This will add all selected helpers to the active armature,
添加助手,Add helpers,
这将从活动骨架中移除所有辅助对象,This will remove all helpers from the active armature,
删除助手,Remove helpers,
这是转换为装备功能的 UI。,This is the UI for the convert to rigify functionality.,
rigfy 功能面板。,The rigfy functionality panel.,
转换为装备,Convert to rigify,
将装备转换为装备,Convert rig to rigify,
装备,Rigify,
设置雕刻,Set up for sculpt,
将所有形状键烘焙到最终网格中，并选择性地执行适合启动雕刻项目的其他操作。警告：执行此操作后，您将无法再调整目标,Bake all shape keys into a final mesh and optionally perform other operations suitable for starting a sculpt project. WARNING: You will no longer be able to adjust targets after doing this,
设置雕刻网格,Set up mesh for sculpt,
烘焙对象（烘焙时选择第二个）,Object to bake to (select second when baking),
要雕刻的物体（烘焙时首先选择）,Object to sculpt (select first when baking),
雕刻法线贴图,Sculpt normal map,
该文件包含网络资源面板。,This file contains the web resources panel.,
用于打开网络链接的 UI。,UI for opening web links.,
Web 资源,Web resources,
用于打开网络浏览器的操作员,Operator for opening web browser,
打开网络浏览器,Open web browser,
网址,url,
开通地址,Address to open,
